Area,No. of Bedrooms,Resale,MaintenanceStaff,Price
1000,2,1,9,7600000
920,2,1,9,23000000
1650,3,1,9,2460000
510,1,0,9,4300000
635,1,1,9,4600000
680,1,1,9,6000000
950,2,1,9,7548000
950,2,0,9,6600000
975,2,1,9,26900000
1545,3,1,9,13100000
1100,3,1,9,6787000
850,2,0,9,5000000
625,1,1,9,6500000
720,1,1,9,18800000
1100,2,0,9,8000000
955,2,1,9,8700000
1075,2,1,9,4500000
690,1,1,9,3599000
620,1,1,9,2700000
680,1,1,9,2700000
650,1,1,9,12000000
1550,3,0,9,17500000
1100,2,0,9,7798999
700,1,0,9,4400000
685,1,0,9,27000000
1400,3,0,9,13000000
1350,2,0,9,19500000
1100,2,0,9,19200000
1278,2,1,9,26800000
1787,3,1,9,22400000
1496,2,1,9,9100000
1168,2,1,9,20000000
1000,2,1,9,20000000
1200,2,1,9,17500000
910,2,1,9,12000000
1560,3,1,9,10000000
1156,2,1,9,16500000
1660,3,0,9,20000000
1450,3,0,9,21100000
1050,2,1,9,30900000
2066,3,0,9,16000000
1650,3,0,9,10000000
1156,2,1,9,16500000
1660,3,0,9,20000000
1450,3,0,9,21100000
1050,2,1,9,30900000
2066,3,0,9,16000000
1650,3,0,9,18500000
965,2,1,9,10700000
1100,2,0,9,19000000
1140,3,1,9,6022000
730,1,1,9,9000000
1050,2,1,9,11500000
1220,2,0,9,5000000
700,1,1,9,9500000
1150,2,1,9,10000000
750,1,0,9,14000000
1170,2,1,9,8500000
700,1,0,9,9570000
1160,2,1,9,14100000
1650,3,1,9,33500000
2000,4,1,9,14400000
860,2,1,9,2250000
590,1,1,9,9199000
600,1,1,9,6448999
910,1,0,9,14000000
1100,2,0,9,9500000
700,1,1,9,9800000
610,1,0,9,25500000
1900,3,1,9,26000000
1500,3,1,9,18000000
700,2,0,9,4300000
700,1,1,9,14000000
1050,2,1,9,14500000
1100,2,1,9,36100000
2065,3,0,9,55599999
3181,4,0,9,9499000
499,1,0,9,16900000
904,2,0,9,6000000
950,2,0,9,2249000
510,1,0,9,6700000
925,2,1,9,4300000
700,1,1,9,14000000
1050,2,1,9,14500000
1100,2,1,9,36100000
2065,3,0,9,55599999
3181,4,0,9,9499000
499,1,0,9,16900000
904,2,0,9,6000000
950,2,0,9,2249000
510,1,0,9,6700000
925,2,1,9,16500000
1100,2,1,9,15900000
826,2,0,9,11900000
538,1,0,9,22200000
742,2,0,9,20900000
697,2,0,9,19900000
664,2,0,9,19800000
663,2,0,9,19800000
661,2,0,9,28800000
963,3,0,9,30500000
1017,3,0,9,11200000
1150,2,1,9,37400000
3400,4,0,9,8500000
1050,2,0,9,6500000
580,1,1,9,7000000
890,2,1,9,7600000
920,2,1,9,45199999
1850,4,0,9,4000000
665,1,1,9,4000000
665,1,1,9,13500000
850,2,1,9,4300000
635,1,1,9,4600000
680,1,1,9,25400000
1900,3,1,9,94900000
2255,3,0,9,52400000
1182,2,0,9,19400000
1150,2,1,9,12100000
1215,2,0,9,3424000
845,2,0,9,3424000
845,2,0,9,33400000
2950,4,0,9,2582000
670,1,0,9,17400000
885,2,1,9,10500000
645,1,1,9,22500000
1800,3,0,9,11399999
650,1,1,9,15900000
1090,2,1,9,2250000
590,1,1,9,2300000
575,1,1,9,20000000
1164,2,1,9,22500000
1500,3,1,9,40000000
1820,2,1,9,18900000
1435,3,0,9,10200000
720,2,0,9,28700000
1600,3,1,9,11500000
650,1,1,9,22500000
1650,3,1,9,9100000
1168,2,1,9,8000000
935,2,1,9,19500000
1120,2,1,9,9000000
560,1,1,9,8500000
560,1,1,9,17900000
1250,2,0,9,8500000
570,1,1,9,8000000
495,1,1,9,5300000
500,1,1,9,18000000
980,2,1,9,8500000
1150,2,1,9,7050000
890,2,1,9,3900000
625,1,0,9,3800000
685,1,1,9,3800000
685,1,1,9,11200000
1130,2,0,9,2360000
546,1,0,9,5500000
695,1,1,9,2320000
570,1,0,9,3900000
695,1,1,9,8000000
1140,2,1,9,2600000
650,1,1,9,4500000
700,1,1,9,8000000
1095,2,1,9,9900000
1495,3,1,9,4000000
960,2,1,9,6000000
945,2,1,9,8600000
865,2,1,9,2500000
421,1,1,9,2000000
640,1,1,9,4500000
585,1,1,9,3800000
595,1,1,9,4500000
890,2,1,9,3500000
550,1,1,9,5200000
880,2,1,9,5200000
695,1,1,9,2640000
560,1,0,9,4000000
665,1,1,9,6500000
600,1,0,9,8600000
900,2,1,9,63900000
2780,4,0,9,51900000
2260,3,0,9,47600000
2070,3,0,9,14500000
696,2,0,9,9600000
503,2,0,9,9400000
495,1,0,9,9200000
473,1,0,9,9700000
506,2,0,9,14600000
698,2,0,9,10200000
786,3,0,9,5099000
384,1,0,9,7298999
538,2,0,9,46000000
1040,1,0,9,8999000
950,2,0,9,9000000
950,2,0,9,9250000
1232,2,0,9,8500000
1385,3,1,9,8300000
1120,2,1,9,8300000
1120,2,1,9,8300000
1120,2,1,9,8300000
1120,2,1,9,8300000
1120,2,1,9,8300000
1120,2,1,9,8300000
1120,2,1,9,8300000
1120,2,1,9,34000000
1864,3,0,9,22300000
1450,3,0,9,10600000
1160,2,1,9,23200000
1264,2,0,9,23200000
1264,2,0,9,23200000
1264,2,0,9,23200000
1264,2,0,9,23200000
1264,2,0,9,23200000
1264,2,0,9,2350000
390,1,1,9,21500000
1450,3,0,9,2500000
390,1,1,9,4000000
665,1,1,9,4000000
665,1,1,9,7500000
500,1,1,9,9600000
650,1,1,9,9100000
650,1,1,9,20000000
980,1,1,9,9000000
580,1,1,9,7500000
550,1,1,9,8500000
550,1,1,9,12100000
1240,2,1,9,9800000
659,1,0,9,13500000
1375,3,1,9,9199000
1065,2,1,9,6400000
670,1,1,9,2350000
390,1,1,9,23500000
1250,1,1,9,22000000
1125,1,1,9,19200000
1231,1,1,9,27500000
1650,2,1,9,8100000
500,1,0,9,9100000
1110,2,1,9,7600000
956,2,1,9,7450000
956,2,1,9,7600000
956,2,1,9,7100000
890,2,1,9,5100000
760,1,1,9,5100000
760,1,1,9,9000000
1200,2,1,9,4600000
695,1,1,9,13500000
500,1,0,9,9500000
1050,2,0,9,6000000
675,1,0,9,9300000
1240,2,1,9,13500000
1680,3,1,9,3299000
950,2,0,9,3799000
850,2,0,9,4100000
670,1,0,9,14000000
800,2,1,9,9000000
650,1,1,9,8900000
1065,2,1,9,4602000
550,1,0,9,6600000
750,2,0,9,7500000
750,2,0,9,5850000
500,1,0,9,5500000
500,1,0,9,5500000
480,1,0,9,6400000
550,1,1,9,13000000
713,2,0,9,15500000
828,2,0,9,14000000
811,2,0,9,15800000
848,2,0,9,22000000
1234,3,0,9,13000000
698,2,0,9,10000000
1050,2,1,9,4700000
700,1,1,9,10000000
750,1,1,9,4000000
660,1,0,9,6500000
508,1,1,9,32500000
1130,3,1,9,32500000
1130,3,1,9,30000000
980,2,1,9,60000000
1491,3,0,9,60000000
1491,3,0,9,43000000
1367,3,0,9,43000000
1367,3,0,9,62500000
1890,4,1,9,62500000
1890,4,1,9,15000000
1290,2,0,9,4000000
680,1,0,9,2500000
555,1,1,9,72500000
3700,3,1,9,2300000
578,1,1,9,2600000
585,1,1,9,32500000
840,2,1,9,5800000
1050,2,1,9,2400000
550,1,1,9,80000000
2660,4,1,9,47500000
1509,3,0,9,33500000
1073,2,0,9,10000000
1150,2,1,9,6500000
650,1,1,9,5700000
1050,2,1,9,5600000
850,2,1,9,4800000
800,2,1,9,3200000
580,1,1,9,3200000
577,1,1,9,3200000
577,1,1,9,3200000
600,1,1,9,3800000
650,1,1,9,3400000
650,1,1,9,5200000
1000,2,1,9,5675000
982,2,1,9,5650000
1000,2,1,9,3200000
577,1,1,9,27500000
960,2,1,9,4200000
520,1,1,9,12000000
1000,2,1,9,9000000
900,2,1,9,8600000
1065,2,1,9,8200000
1065,2,1,9,6650000
750,1,1,9,9500000
1065,2,1,9,6650000
750,1,1,9,5000000
528,1,1,9,56000000
1960,4,0,9,28000000
980,2,0,9,27900000
1865,3,0,9,14800000
1055,2,0,9,19900000
1421,3,0,9,15900000
1200,2,1,9,9500000
925,2,1,9,45000000
1505,4,1,9,3950000
850,2,1,9,3500000
770,2,1,9,4907000
755,1,0,9,8400000
1150,2,1,9,6800000
1098,2,1,9,8000000
1098,1,1,9,27500000
1350,3,1,9,35000000
1400,3,1,9,12000000
950,2,1,9,7250000
1300,2,0,9,10000000
320,1,1,9,10000000
320,1,1,9,6700000
675,1,1,9,13899999
538,2,0,9,28100000
1115,3,0,9,26500000
1052,3,0,9,17500000
694,2,0,9,23400000
929,3,0,9,16500000
656,2,0,9,19000000
753,2,0,9,16500000
653,2,0,9,19000000
752,2,0,9,16399999
652,2,0,9,17100000
678,2,0,9,23800000
944,3,0,9,23800000
943,3,0,9,13899999
580,2,0,9,17100000
677,2,0,9,14100000
611,2,0,9,18900000
749,2,0,9,16399999
649,2,0,9,6800000
665,1,1,9,6800000
665,1,1,9,13000000
1730,3,1,9,30000000
2000,3,0,9,59600000
3975,4,0,9,45700000
3050,4,0,9,23700000
1585,2,0,9,26200000
1750,3,0,9,22100000
1475,2,0,9,30900000
2065,3,0,9,4900000
580,1,1,9,2100000
671,1,0,9,2075000
661,1,0,9,2000000
630,1,0,9,7600000
1075,2,1,9,9000000
1180,2,1,9,5600000
670,1,1,9,5600000
670,1,1,9,10100000
1379,3,1,9,4200000
675,1,1,9,4500000
650,1,1,9,5000000
735,1,1,9,5000000
735,1,1,9,6800000
1080,2,1,9,6500000
1050,2,1,9,8200000
1130,2,1,9,7600000
1100,2,1,9,8495000
1307,2,0,9,4823000
742,1,0,9,11500000
1771,3,0,9,7618000
1172,2,0,9,6454000
993,1,0,9,17000000
2621,4,0,9,4000000
490,1,0,9,11299999
1750,3,0,9,4300000
530,1,0,9,15700000
2420,4,0,9,15200000
2351,3,0,9,8287000
1275,2,0,9,7930000
1220,2,0,9,4907000
755,1,0,9,13000000
2010,3,0,9,16200000
2495,4,0,9,11200000
1726,3,0,9,2990000
299,1,0,9,2250000
252,1,0,9,4823000
742,1,0,9,11500000
1771,3,0,9,6454000
993,1,0,9,3185000
490,1,0,9,11299999
1750,3,0,9,3445000
530,1,0,9,8287000
1275,2,0,9,7930000
1220,2,0,9,13000000
2010,3,0,9,16200000
2495,4,0,9,11200000
1726,3,0,9,11100000
1050,2,1,9,15500000
1365,3,1,9,19200000
1202,2,0,9,16000000
1140,2,1,9,29000000
2065,3,1,9,19800000
1400,2,1,9,16000000
1550,3,1,9,14500000
1145,2,1,9,12000000
925,2,1,9,12500000
1145,2,1,9,13000000
1050,2,1,9,8900000
640,1,1,9,21000000
1665,3,1,9,9000000
695,1,1,9,16500000
1100,2,1,9,11000000
905,2,1,9,9800000
1250,3,1,9,11500000
1240,2,0,9,3800000
650,1,1,9,5500000
1050,2,1,9,3000000
500,1,1,9,8000000
1300,2,0,9,6400000
1150,2,0,9,15500000
1200,2,1,9,15500000
1205,2,0,9,9000000
702,1,0,9,20500000
1251,3,0,9,2600000
510,1,0,9,3565999
703,2,0,9,4267000
841,2,0,9,4427000
873,2,0,9,3872000
762,2,0,9,3125000
615,1,0,9,2725000
535,1,0,9,3811999
750,2,0,9,4052000
798,2,0,9,2950000
580,1,0,9,2575000
505,1,0,9,6800000
693,1,0,9,8900000
972,2,0,9,11299999
1389,3,0,9,9200000
981,2,0,9,9700000
1098,2,0,9,7500000
600,1,1,9,7000000
410,1,1,9,11000000
644,1,1,9,10200000
644,1,1,9,7300000
450,1,1,9,7500000
600,1,1,9,6694000
400,1,0,9,6663000
398,1,0,9,13400000
783,3,0,9,9774000
571,2,0,9,13200000
773,3,0,9,9226000
580,2,0,9,11900000
698,3,0,9,8499000
508,1,0,9,15400000
901,4,0,9,2600000
630,2,0,9,14200000
1050,2,1,9,7800000
575,1,0,9,2300000
500,1,1,9,24000000
3050,5,0,9,11500000
1330,2,1,9,14500000
1450,3,1,9,5000000
520,1,0,9,54000000
2095,4,0,9,41900000
1627,3,0,9,46300000
1797,3,0,9,8990000
750,2,0,9,5990000
480,1,0,9,7700000
500,1,1,9,7600000
650,1,1,9,7600000
650,1,1,9,7731000
1137,2,0,9,7300000
500,1,1,9,7700000
500,1,1,9,9500000
750,1,1,9,8000000
500,1,1,9,18500000
1100,2,1,9,12500000
1500,2,1,9,4500000
600,1,1,9,8198999
1050,2,1,9,7600000
950,2,1,9,6500000
650,1,1,9,8500000
950,2,1,9,8198999
1050,2,1,9,5499000
650,1,1,9,6200000
695,1,1,9,6000000
650,1,1,9,5999000
720,1,1,9,12400000
1365,3,1,9,6500000
1050,2,1,9,9599000
1098,2,1,9,6100000
700,1,1,9,8700000
1060,2,0,9,7498999
1010,2,1,9,5999000
850,1,1,9,15000000
1600,2,1,9,6000000
1050,2,1,9,4850000
700,1,1,9,9300000
750,1,1,9,7600000
500,1,1,9,8900000
1480,3,1,9,6300000
1131,3,0,9,4300000
864,2,0,9,5400000
955,2,0,9,10700000
528,2,0,9,11000000
532,2,0,9,11000000
534,2,0,9,11200000
542,2,0,9,10600000
510,2,0,9,10400000
504,2,0,9,10400000
503,2,0,9,11200000
541,2,0,9,10900000
526,2,0,9,6575000
369,1,0,9,10500000
505,2,0,9,13200000
885,3,0,9,7815000
575,2,0,9,8053000
700,2,0,9,7652000
500,2,0,9,8030000
698,2,0,9,7500000
538,2,0,9,10100000
739,3,0,9,5300000
381,1,0,9,5900000
424,1,0,9,7745999
629,2,0,9,7650000
621,2,0,9,6738000
547,2,0,9,5229000
769,1,0,9,3300000
693,1,1,9,3300000
693,1,1,9,4950000
650,1,0,9,25000000
675,1,1,9,4500000
650,1,1,9,14400000
1086,3,0,9,10900000
727,2,0,9,2400000
570,1,1,9,8500000
611,2,0,9,5690000
769,1,0,9,8413000
1137,2,0,9,15000000
1650,3,0,9,10000000
1055,2,1,9,5000000
705,1,0,9,8500000
1055,1,0,9,12500000
1240,2,0,9,12700000
1190,2,0,9,2600000
575,1,0,9,12800000
687,2,0,9,21000000
1153,3,0,9,13799999
746,2,0,9,13000000
713,2,0,9,15500000
828,2,0,9,14000000
811,2,0,9,15800000
848,2,0,9,22000000
1234,3,0,9,13000000
698,2,0,9,16299999
1705,3,0,9,9700000
1140,2,0,9,16900000
723,2,0,9,3000000
835,2,0,9,7200000
1500,3,1,9,13400000
2582,4,0,9,11800000
2857,4,0,9,8000000
1928,3,0,9,2515000
602,1,0,9,6666000
1602,2,0,9,4200000
1380,3,1,9,4500000
910,2,0,9,2400000
930,2,1,9,3350000
1160,3,1,9,2500000
930,2,1,9,3500000
610,1,0,9,4200000
1120,2,0,9,2900000
1160,3,1,9,2150000
820,2,0,9,3100000
832,2,0,9,6500000
650,1,1,9,9500000
780,1,1,9,6600000
640,1,1,9,7800000
660,1,1,9,7800000
660,1,1,9,5900000
666,1,1,9,5900000
666,1,1,9,7500000
1050,1,1,9,7000000
700,1,1,9,7000000
680,1,1,9,7000000
680,1,1,9,40000000
3500,5,1,9,2600000
500,1,1,9,3100000
540,1,1,9,3977000
925,2,0,9,2795000
650,1,0,9,2795000
650,1,0,9,3977000
925,2,0,9,3977000
925,2,0,9,3977000
925,2,0,9,7500000
1100,2,1,9,4000000
650,1,1,9,5500000
675,1,1,9,5000000
650,1,1,9,5000000
650,1,1,9,5000000
650,1,1,9,7350000
1160,3,1,9,4200000
600,2,1,9,3600000
600,1,1,9,2250000
432,1,1,9,3200000
600,1,1,9,4390000
606,2,0,9,2950000
428,1,0,9,2750000
394,1,0,9,2684000
385,1,0,9,2882000
415,1,0,9,4000000
550,2,0,9,2400000
485,1,1,9,2600000
590,1,1,9,4200000
860,2,1,9,2150000
415,1,1,9,2950000
605,1,0,9,3400000
610,1,1,9,3200000
610,1,1,9,2600000
590,1,1,9,2700000
590,1,1,9,2700000
595,1,1,9,2700000
610,1,1,9,2700000
585,1,1,9,5300000
860,1,1,9,2650000
585,1,1,9,2900000
590,1,1,9,2485000
585,1,0,9,2850000
585,1,1,9,3000000
385,1,1,9,32500000
840,2,1,9,3100000
365,1,1,9,2600000
500,1,1,9,2600000
500,1,1,9,10500000
660,1,1,9,19500000
1150,2,1,9,45000000
2100,3,1,9,10500000
700,1,1,9,2800000
795,2,1,9,32500000
1085,2,1,9,2600000
505,1,1,9,5200000
950,2,1,9,4800000
970,2,1,9,3900000
773,2,1,9,2500000
650,1,1,9,4600000
910,2,1,9,2900000
595,1,1,9,3800000
635,1,1,9,4000000
675,1,1,9,3900000
773,2,1,9,4750000
950,2,1,9,5000000
1050,2,1,9,3400000
680,1,1,9,2900000
580,1,1,9,5000000
945,2,1,9,3150000
650,1,1,9,3600000
615,1,1,9,2900000
585,1,1,9,2500000
535,1,1,9,3000000
620,1,1,9,3700000
710,1,1,9,3200000
655,1,1,9,4150000
950,2,1,9,3600000
750,1,1,9,6500000
925,2,1,9,5100000
945,2,1,9,4800000
945,2,1,9,5200000
950,2,1,9,3500000
695,1,1,9,2900000
580,1,1,9,4750000
950,2,1,9,5000000
1050,2,1,9,3400000
680,1,1,9,4900000
980,2,1,9,5200000
980,2,1,9,4600000
846,2,1,9,2500000
650,1,1,9,4600000
910,2,1,9,2900000
595,1,1,9,3800000
635,1,1,9,4000000
675,1,1,9,3100000
585,1,1,9,6300000
730,2,1,9,13000000
1586,3,1,9,9000000
1250,2,1,9,4000000
635,1,0,9,4000000
600,1,0,9,4500000
665,1,0,9,14000000
1245,2,1,9,4000000
650,1,0,9,4000000
650,1,0,9,4000000
650,1,0,9,7000000
920,1,0,9,8000000
920,2,0,9,5000000
650,1,0,9,8500000
920,2,0,9,6998999
650,1,0,9,7000000
650,1,0,9,5500000
650,1,0,9,3500000
620,1,0,9,4000000
650,1,0,9,4000000
650,1,0,9,4800000
670,1,1,9,4800000
675,1,1,9,17000000
580,1,1,9,58000000
1735,3,0,9,8500000
1050,2,0,9,5600000
670,1,0,9,6299000
421,1,0,9,8381999
584,2,0,9,6186000
401,1,0,9,6164000
399,1,0,9,8527000
597,2,0,9,5000000
225,1,1,9,12500000
1100,2,1,9,12000000
1200,2,1,9,9000000
1060,2,1,9,5800000
650,1,1,9,2331000
740,2,0,9,4000000
1380,3,1,9,3500000
1200,3,1,9,3000000
1160,3,1,9,3317000
990,3,0,9,4300000
774,2,1,9,2500000
930,2,1,9,2350000
820,2,1,9,2350000
820,2,1,9,2100000
780,2,1,9,16700000
2200,4,0,9,8588000
1130,2,0,9,3800000
650,1,1,9,4200000
650,1,1,9,4100000
650,1,1,9,4500000
650,1,1,9,4500000
650,1,1,9,4500000
665,1,1,9,3700000
650,1,0,9,3350000
650,1,0,9,2178000
605,1,0,9,2178000
605,1,0,9,3877000
1077,3,0,9,3100000
420,1,1,9,7500000
1100,2,1,9,3400000
650,1,1,9,4500000
650,1,1,9,4500000
650,1,1,9,4500000
650,1,1,9,2700000
420,1,1,9,5500000
585,1,1,9,11000000
1250,2,0,9,12000000
1450,3,0,9,12000000
1450,3,0,9,9000000
1050,2,1,9,9500000
1100,2,0,9,14000000
1653,3,0,9,9500000
1050,2,0,9,6000000
650,1,1,9,5000000
680,1,0,9,7500000
1050,2,1,9,8000000
1100,2,1,9,3499000
420,1,1,9,5300000
650,1,1,9,5200000
650,1,1,9,3536000
1105,3,0,9,4000000
650,1,1,9,4000000
650,1,1,9,3300000
630,1,0,9,4200000
650,1,1,9,4200000
650,1,1,9,3700000
650,1,1,9,4500000
650,1,1,9,6000000
650,1,1,9,6000000
650,1,1,9,5400000
650,1,1,9,4500000
650,1,1,9,4361000
890,2,0,9,4459000
910,2,0,9,3258000
665,1,0,9,4067000
830,2,0,9,3087000
630,1,0,9,12100000
1600,3,0,9,3800000
650,1,1,9,3650000
830,2,0,9,4500000
715,2,1,9,8399000
430,2,0,9,8975000
460,2,0,9,8599000
440,2,0,9,9618000
493,2,0,9,7600000
1000,2,0,9,7600000
1020,2,1,9,7600000
1050,2,1,9,2600000
610,1,1,9,5690000
769,1,0,9,5690000
769,1,0,9,8413000
1137,2,0,9,8413000
1137,2,0,9,5200000
500,1,1,9,6500000
620,1,1,9,6500000
620,1,1,9,8000000
720,1,1,9,6500000
660,1,1,9,5500000
680,1,1,9,5700000
657,1,1,9,5900000
610,1,1,9,7000000
710,1,1,9,9200000
1000,2,1,9,5500000
620,1,1,9,6000000
700,1,1,9,5000000
647,1,1,9,6200000
675,1,1,9,14500000
1250,3,1,9,4700000
478,1,1,9,6000000
680,1,1,9,4000000
425,1,1,9,3250000
846,2,0,9,9800000
999,2,1,9,7950000
600,1,1,9,13000000
910,2,1,9,2300000
820,2,1,9,4500000
850,2,1,9,6100000
650,1,1,9,9000000
1150,2,0,9,8400000
1010,2,1,9,5700000
670,1,1,9,5700000
670,1,1,9,9600000
900,2,1,9,6000000
1000,2,1,9,11000000
1100,2,1,9,12000000
1400,2,1,9,9500000
1000,2,1,9,4900000
690,1,1,9,9000000
1100,2,0,9,8500000
1123,2,0,9,11500000
1142,2,0,9,7500000
675,1,1,9,2400000
930,2,1,9,2300000
820,2,1,9,2100000
780,2,1,9,8500000
1050,2,1,9,6000000
750,1,1,9,6700000
890,2,1,9,6700000
890,2,1,9,3200000
785,2,0,9,3920000
1120,3,0,9,8016000
809,2,0,9,6242000
630,2,0,9,4043000
408,1,0,9,4498000
454,1,0,9,8294000
834,2,0,9,3500000
600,1,1,9,3300000
585,1,1,9,3500000
585,1,1,9,3400000
585,1,1,9,2600000
500,1,1,9,27200000
1088,3,0,9,20700000
905,2,0,9,3600000
1200,3,1,9,2300000
740,2,1,9,2600000
930,2,1,9,2600000
840,2,1,9,2900000
1160,3,1,9,4700000
656,1,0,9,4700000
656,1,0,9,6500000
650,1,1,9,7800000
1050,2,1,9,2000000
731,2,1,9,2500000
640,1,1,9,10000000
1100,2,0,9,3900000
670,1,1,9,5400000
761,2,1,9,2640000
324,1,1,9,2640000
324,1,1,9,3900000
999,2,0,9,2500000
675,2,0,9,2139000
620,1,1,9,2600000
324,1,1,9,2050000
513,1,0,9,60000000
1500,3,1,9,4500000
500,1,1,9,12800000
687,2,0,9,21000000
1153,3,0,9,13799999
746,2,0,9,13000000
713,2,0,9,15500000
828,2,0,9,14000000
811,2,0,9,15800000
848,2,0,9,22000000
1234,3,0,9,13000000
698,2,0,9,7700000
950,2,1,9,4950000
900,2,0,9,7400000
980,2,0,9,13500000
1538,3,0,9,9000000
1120,2,0,9,9000000
1120,2,0,9,8500000
1000,2,0,9,8500000
1000,2,0,9,11000000
1350,3,0,9,11500000
1450,3,0,9,4500000
664,1,1,9,6800000
1000,2,1,9,8000000
1055,2,0,9,5100000
690,1,0,9,5100000
690,1,0,9,6694000
400,1,0,9,6663000
398,1,0,9,13400000
783,3,0,9,9774000
571,2,0,9,13200000
773,3,0,9,9226000
580,2,0,9,11900000
698,3,0,9,8499000
508,1,0,9,15400000
901,4,0,9,5700000
761,2,1,9,6000000
761,2,1,9,4300000
560,1,1,9,4500000
560,1,1,9,4250000
560,1,1,9,4400000
560,1,1,9,4400000
560,1,1,9,4250000
560,1,1,9,4500000
561,1,1,9,4300000
560,1,1,9,4500000
561,1,1,9,4280000
560,1,1,9,4300000
564,1,1,9,4400000
560,1,1,9,4300000
560,1,1,9,2750000
324,1,1,9,2800000
324,1,1,9,2850000
324,1,1,9,2780000
324,1,1,9,2875000
324,1,1,9,2850000
324,1,1,9,2875000
324,1,1,9,2600000
324,1,1,9,2800000
324,1,1,9,2800000
324,1,1,9,3100000
324,1,1,9,3000000
384,1,1,9,2900000
324,1,1,9,5900000
950,2,1,9,7500000
1200,3,1,9,6300000
748,2,1,9,6220000
349,1,0,9,8000000
534,2,0,9,9900000
786,3,0,9,6320000
384,1,0,9,7020000
426,1,0,9,9370000
583,3,0,9,6450000
455,2,0,9,9550000
633,3,0,9,17000000
1098,2,0,9,8200000
539,2,0,9,7400000
505,2,0,9,6320000
365,1,0,9,9550000
693,1,0,9,8200000
538,2,0,9,9990000
981,2,0,9,11500000
1386,3,0,9,9650000
645,3,0,9,8994000
630,2,0,9,8822000
617,2,0,9,11399999
789,3,0,9,7000000
1030,2,1,9,4100000
555,1,0,9,27200000
1088,3,0,9,20700000
905,2,0,9,2750000
324,1,1,9,2600000
324,1,1,9,2600000
324,1,1,9,2940000
324,1,1,9,2600000
324,1,1,9,5500000
800,1,1,9,4500000
705,1,0,9,9800000
900,2,0,9,24000000
780,2,0,9,29000000
900,2,0,9,28000000
950,2,0,9,9500000
812,2,0,9,4500000
550,1,0,9,4500000
450,1,0,9,11800000
850,2,0,9,9600000
850,2,0,9,8800000
848,2,0,9,33000000
944,3,0,9,25000000
713,2,0,9,24800000
708,2,0,9,21400000
1090,2,1,9,13500000
967,2,1,9,2600000
560,1,1,9,3000000
545,1,1,9,5800000
472,1,1,9,10000000
1200,3,1,9,10000000
1200,3,1,9,16000000
1600,3,0,9,4785000
870,2,0,9,3663000
666,1,0,9,5555000
1010,3,0,9,2500000
500,1,1,9,2500000
500,1,1,9,2500000
500,1,1,9,3500000
585,1,1,9,3900000
750,1,1,9,12800000
687,2,0,9,21000000
1153,3,0,9,13799999
746,2,0,9,13000000
713,2,0,9,15500000
828,2,0,9,14000000
811,2,0,9,15800000
848,2,0,9,22000000
1234,3,0,9,13000000
698,2,0,9,16600000
685,2,0,9,16600000
706,2,0,9,28000000
1091,3,0,9,18100000
762,2,0,9,12600000
519,2,0,9,14500000
649,2,0,9,17600000
783,3,0,9,14000000
623,2,0,9,12600000
561,1,0,9,12900000
576,2,0,9,16800000
751,2,0,9,16399999
731,2,0,9,19400000
863,3,0,9,12300000
547,2,0,9,10000000
447,1,0,9,15700000
699,2,0,9,12500000
557,2,0,9,13500000
527,2,0,9,17500000
781,3,0,9,2500000
580,1,1,9,2799000
570,1,1,9,2650000
590,1,1,9,2800000
690,1,0,9,6200000
1350,3,0,9,2500000
500,1,1,9,2100000
580,1,1,9,2350000
550,1,1,9,3400000
985,1,1,9,2100000
325,1,1,9,4700000
670,2,1,9,3500000
216,1,1,9,3600000
550,1,1,9,3500000
216,1,1,9,3600000
550,1,1,9,5199000
880,2,1,9,3750000
620,1,1,9,5500000
750,2,1,9,5700000
950,2,1,9,2950000
550,1,1,9,4700000
800,2,1,9,5600000
950,2,1,9,3750000
516,1,1,9,2800000
840,2,1,9,3800000
740,2,1,9,2600000
610,1,1,9,2600000
585,1,1,9,2400000
714,2,0,9,2600000
935,2,1,9,5700000
1050,3,1,9,8399000
430,2,0,9,8975000
460,2,0,9,8599000
440,2,0,9,9618000
493,2,0,9,2700000
575,1,1,9,2500000
560,1,1,9,2500000
560,1,1,9,2300000
590,1,1,9,2500000
620,1,1,9,2550000
590,1,1,9,2800000
610,1,1,9,3800000
900,1,1,9,2600000
580,1,1,9,2900000
590,1,1,9,2400000
450,1,1,9,2650000
630,1,1,9,3900000
830,2,0,9,6100000
1350,3,0,9,2700000
560,1,1,9,2781000
690,1,0,9,3300000
910,2,1,9,2550000
585,1,1,9,2400000
535,1,1,9,2950000
580,1,1,9,2350000
590,1,1,9,3800000
800,2,1,9,2350000
610,1,1,9,2550000
560,1,1,9,5097000
1057,2,0,9,3900000
1015,2,1,9,2800000
600,1,1,9,2200000
620,1,1,9,2600000
580,1,1,9,3900000
830,2,0,9,2400000
450,1,1,9,6100000
1350,3,0,9,2900000
590,1,1,9,2350000
565,1,1,9,21500000
1100,2,1,9,30000000
1786,3,1,9,10000000
1210,2,0,9,4400000
750,1,1,9,5800000
405,1,0,9,22200000
926,2,0,9,19900000
934,2,0,9,22200000
960,2,1,9,22200000
810,2,0,9,26700000
1127,3,0,9,11000000
729,2,0,9,7890000
534,1,0,9,7909999
553,1,0,9,7900000
564,1,0,9,11299999
744,1,0,9,5500000
393,1,1,9,4500000
356,1,0,9,11299999
728,2,0,9,7500000
